'FFT Bands',Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,'Event'
'[13:34:22.572 20/01/2026]',0.35,0.35,0.38,0.45,0.00,0.00,0.36,0.33,1.94,1.84,2.92,3.18,0.00,0.00,2.93,2.15,2.81,2.62,4.28,4.41,0.00,0.00,3.99,2.78,1.93,2.49,2.55,2.52,0.00,0.00,2.23,1.59,0.08,0.09,0.11,0.13,0.00,0.00,0.11,0.07,0
'[13:34:22.588 20/01/2026]',0.33,0.33,0.37,0.43,0.00,0.00,0.34,0.31,1.92,1.83,2.87,3.13,0.00,0.00,2.88,2.10,2.82,2.65,4.32,4.47,0.00,0.00,4.03,2.83,1.94,2.49,2.55,2.52,0.00,0.00,2.24,1.57,0.08,0.09,0.11,0.14,0.00,0.00,0.11,0.07,0
'[13:34:22.605 20/01/2026]',0.31,0.31,0.36,0.41,0.00,0.00,0.33,0.29,1.90,1.81,2.83,3.07,0.00,0.00,2.83,2.05,2.83,2.67,4.36,4.52,0.00,0.00,4.06,2.87,1.95,2.50,2.56,2.53,0.00,0.00,2.25,1.56,0.08,0.09,0.11,0.14,0.00,0.00,0.11,0.07,0
'[13:34:22.622 20/01/2026]',0.31,0.29,0.36,0.40,0.00,0.00,0.33,0.27,1.87,1.79,2.75,3.02,0.00,0.00,2.77,2.01,2.83,2.68,4.37,4.57,0.00,0.00,4.07,2.91,1.96,2.51,2.58,2.55,0.00,0.00,2.27,1.55,0.08,0.09,0.11,0.13,0.00,0.00,0.11,0.07,0
'[13:34:22.643 20/01/2026]',0.30,0.29,0.36,0.41,0.00,0.00,0.33,0.27,1.84,1.76,2.68,2.93,0.00,0.00,2.71,1.96,2.82,2.68,4.38,4.58,0.00,0.00,4.08,2.94,1.98,2.53,2.61,2.58,0.00,0.00,2.28,1.54,0.09,0.09,0.12,0.14,0.00,0.00,0.12,0.07,0
'[13:34:22.654 20/01/2026]',0.31,0.29,0.38,0.41,0.00,0.00,0.34,0.26,1.79,1.72,2.60,2.85,0.00,0.00,2.64,1.91,2.80,2.68,4.37,4.59,0.00,0.00,4.08,2.97,1.97,2.55,2.61,2.60,0.00,0.00,2.28,1.54,0.08,0.09,0.11,0.15,0.00,0.00,0.11,0.07,0
'[13:34:22.671 20/01/2026]',0.33,0.32,0.39,0.42,0.00,0.00,0.35,0.28,1.75,1.67,2.53,2.75,0.00,0.00,2.58,1.85,2.78,2.66,4.36,4.58,0.00,0.00,4.07,2.98,1.97,2.55,2.62,2.61,0.00,0.00,2.28,1.52,0.09,0.09,0.12,0.14,0.00,0.00,0.12,0.07,0
'[13:34:22.688 20/01/2026]',0.34,0.34,0.41,0.44,0.00,0.00,0.36,0.29,1.71,1.62,2.46,2.66,0.00,0.00,2.52,1.80,2.76,2.64,4.35,4.57,0.00,0.00,4.07,2.99,1.97,2.55,2.62,2.62,0.00,0.00,2.29,1.50,0.09,0.08,0.12,0.14,0.00,0.00,0.12,0.07,0
'[13:34:22.705 20/01/2026]',0.35,0.36,0.42,0.45,0.00,0.00,0.37,0.29,1.65,1.57,2.37,2.58,0.00,0.00,2.45,1.75,2.70,2.62,4.30,4.56,0.00,0.00,4.03,3.00,1.94,2.55,2.59,2.63,0.00,0.00,2.25,1.49,0.09,0.08,0.13,0.15,0.00,0.00,0.12,0.08,0
'[13:34:22.721 20/01/2026]',0.36,0.39,0.43,0.48,0.00,0.00,0.38,0.31,1.58,1.51,2.29,2.47,0.00,0.00,2.39,1.70,2.65,2.56,4.25,4.50,0.00,0.00,3.99,2.99,1.91,2.52,2.57,2.59,0.00,0.00,2.22,1.45,0.10,0.08,0.13,0.15,0.00,0.00,0.13,0.08,0
'[13:34:22.738 20/01/2026]',0.35,0.42,0.43,0.51,0.00,0.00,0.37,0.32,1.54,1.54,2.24,2.37,0.00,0.00,2.35,1.65,2.58,2.49,4.19,4.44,0.00,0.00,3.94,2.97,1.87,2.49,2.52,2.56,0.00,0.00,2.18,1.42,0.10,0.08,0.13,0.15,0.00,0.00,0.12,0.08,0
'[13:34:22.755 20/01/2026]',0.34,0.42,0.42,0.50,0.00,0.00,0.37,0.32,1.49,1.60,2.18,2.31,0.00,0.00,2.32,1.62,2.52,2.40,4.13,4.35,0.00,0.00,3.89,2.94,1.83,2.44,2.48,2.50,0.00,0.00,2.13,1.37,0.09,0.08,0.13,0.15,0.00,0.00,0.12,0.08,0
'[13:34:22.772 20/01/2026]',0.32,0.42,0.41,0.49,0.00,0.00,0.36,0.31,1.48,1.66,2.14,2.25,0.00,0.00,2.29,1.60,2.45,2.32,4.06,4.27,0.00,0.00,3.83,2.92,1.79,2.39,2.42,2.45,0.00,0.00,2.08,1.33,0.10,0.09,0.13,0.14,0.00,0.00,0.12,0.08,0
'[13:34:22.789 20/01/2026]',0.30,0.40,0.40,0.47,0.00,0.00,0.35,0.31,1.51,1.72,2.11,2.21,0.00,0.00,2.27,1.58,2.38,2.22,3.99,4.18,0.00,0.00,3.78,2.88,1.74,2.32,2.37,2.37,0.00,0.00,2.04,1.28,0.10,0.09,0.13,0.15,0.00,0.00,0.12,0.08,0
'[13:34:22.806 20/01/2026]',0.30,0.39,0.39,0.45,0.00,0.00,0.34,0.30,1.53,1.77,2.08,2.17,0.00,0.00,2.25,1.56,2.32,2.13,3.93,4.10,0.00,0.00,3.73,2.85,1.69,2.25,2.32,2.30,0.00,0.00,1.99,1.23,0.10,0.09,0.13,0.15,0.00,0.00,0.12,0.08,0
'[13:34:22.824 20/01/2026]',0.29,0.38,0.38,0.44,0.00,0.00,0.33,0.30,1.54,1.81,2.05,2.16,0.00,0.00,2.23,1.55,2.25,2.03,3.87,4.00,0.00,0.00,3.68,2.82,1.65,2.18,2.28,2.23,0.00,0.00,1.95,1.18,0.10,0.09,0.14,0.16,0.00,0.00,0.12,0.08,0
'[13:34:22.839 20/01/2026]',0.28,0.38,0.38,0.43,0.00,0.00,0.32,0.30,1.56,1.85,2.03,2.14,0.00,0.00,2.22,1.54,2.20,1.94,3.82,3.92,0.00,0.00,3.64,2.79,1.61,2.11,2.23,2.17,0.00,0.00,1.92,1.14,0.10,0.09,0.14,0.16,0.00,0.00,0.13,0.08,0
'[13:34:22.855 20/01/2026]',0.29,0.37,0.39,0.42,0.00,0.00,0.33,0.30,1.55,1.88,2.02,2.13,0.00,0.00,2.21,1.53,2.12,1.86,3.74,3.84,0.00,0.00,3.58,2.76,1.55,2.04,2.18,2.11,0.00,0.00,1.88,1.10,0.10,0.09,0.13,0.17,0.00,0.00,0.12,0.08,0
'[13:34:22.872 20/01/2026]',0.27,0.37,0.36,0.42,0.00,0.00,0.31,0.30,1.56,1.90,1.98,2.13,0.00,0.00,2.17,1.52,2.04,1.79,3.65,3.74,0.00,0.00,3.51,2.72,1.49,1.97,2.11,2.04,0.00,0.00,1.83,1.05,0.10,0.08,0.14,0.16,0.00,0.00,0.13,0.08,0
'[13:34:22.889 20/01/2026]',0.25,0.36,0.34,0.39,0.00,0.00,0.29,0.29,1.57,1.92,1.94,2.09,0.00,0.00,2.13,1.49,1.97,1.77,3.57,3.62,0.00,0.00,3.45,2.67,1.43,1.89,2.05,1.96,0.00,0.00,1.78,1.00,0.11,0.09,0.15,0.17,0.00,0.00,0.13,0.08,0
'[13:34:22.905 20/01/2026]',0.24,0.34,0.32,0.37,0.00,0.00,0.28,0.28,1.59,1.95,1.89,2.12,0.00,0.00,2.09,1.47,1.90,1.75,3.47,3.50,0.00,0.00,3.39,2.63,1.38,1.81,1.99,1.89,0.00,0.00,1.73,0.96,0.10,0.09,0.14,0.17,0.00,0.00,0.12,0.08,0
'[13:34:22.924 20/01/2026]',0.22,0.33,0.30,0.35,0.00,0.00,0.27,0.27,1.60,1.98,1.85,2.17,0.00,0.00,2.05,1.49,1.83,1.73,3.39,3.39,0.00,0.00,3.33,2.58,1.33,1.73,1.95,1.83,0.00,0.00,1.69,0.92,0.10,0.08,0.14,0.16,0.00,0.00,0.12,0.08,0
'[13:34:22.938 20/01/2026]',0.23,0.32,0.32,0.34,0.00,0.00,0.28,0.26,1.64,2.01,1.82,2.21,0.00,0.00,1.99,1.52,1.76,1.71,3.27,3.29,0.00,0.00,3.26,2.54,1.31,1.66,1.93,1.77,0.00,0.00,1.67,0.88,0.10,0.08,0.14,0.15,0.00,0.00,0.12,0.07,0
'[13:34:22.955 20/01/2026]',0.24,0.31,0.34,0.35,0.00,0.00,0.28,0.26,1.68,2.04,1.88,2.27,0.00,0.00,1.94,1.55,1.69,1.68,3.16,3.18,0.00,0.00,3.19,2.49,1.28,1.58,1.92,1.73,0.00,0.00,1.65,0.86,0.10,0.08,0.14,0.16,0.00,0.00,0.12,0.07,0
'[13:34:22.972 20/01/2026]',0.25,0.30,0.36,0.36,0.00,0.00,0.29,0.26,1.71,2.06,1.94,2.32,0.00,0.00,1.96,1.58,1.63,1.66,3.05,3.07,0.00,0.00,3.13,2.44,1.26,1.52,1.90,1.70,0.00,0.00,1.62,0.84,0.10,0.08,0.13,0.16,0.00,0.00,0.12,0.07,0
'[13:34:22.989 20/01/2026]',0.26,0.29,0.37,0.37,0.00,0.00,0.29,0.26,1.73,2.08,1.98,2.38,0.00,0.00,1.99,1.61,1.59,1.64,2.94,2.98,0.00,0.00,3.07,2.40,1.26,1.45,1.93,1.67,0.00,0.00,1.63,0.82,0.10,0.08,0.14,0.16,0.00,0.00,0.12,0.07,0
'[13:34:23.005 20/01/2026]',0.26,0.29,0.37,0.38,0.00,0.00,0.29,0.26,1.75,2.09,2.02,2.41,0.00,0.00,2.01,1.62,1.55,1.61,2.84,2.87,0.00,0.00,3.01,2.35,1.27,1.39,1.95,1.69,0.00,0.00,1.63,0.81,0.10,0.08,0.14,0.16,0.00,0.00,0.12,0.06,0
'[13:34:23.024 20/01/2026]',0.27,0.29,0.38,0.39,0.00,0.00,0.29,0.26,1.77,2.10,2.05,2.45,0.00,0.00,2.04,1.64,1.52,1.58,2.74,2.77,0.00,0.00,2.96,2.30,1.27,1.33,1.97,1.70,0.00,0.00,1.64,0.81,0.11,0.08,0.15,0.16,0.00,0.00,0.11,0.06,0
'[13:34:23.038 20/01/2026]',0.28,0.29,0.36,0.40,0.00,0.00,0.28,0.25,1.78,2.11,2.06,2.48,0.00,0.00,2.05,1.65,1.50,1.55,2.66,2.68,0.00,0.00,2.91,2.26,1.29,1.28,2.00,1.71,0.00,0.00,1.65,0.80,0.11,0.08,0.15,0.16,0.00,0.00,0.11,0.06,0
'[13:34:23.055 20/01/2026]',0.28,0.27,0.35,0.38,0.00,0.00,0.27,0.25,1.79,2.11,2.08,2.48,0.00,0.00,2.06,1.66,1.48,1.54,2.59,2.61,0.00,0.00,2.87,2.22,1.31,1.23,2.03,1.74,0.00,0.00,1.66,0.80,0.11,0.08,0.15,0.16,0.00,0.00,0.12,0.06,0
'[13:34:23.072 20/01/2026]',0.27,0.25,0.33,0.36,0.00,0.00,0.25,0.24,1.78,2.10,2.09,2.48,0.00,0.00,2.07,1.67,1.46,1.52,2.52,2.55,0.00,0.00,2.83,2.19,1.33,1.18,2.07,1.77,0.00,0.00,1.67,0.81,0.11,0.07,0.15,0.16,0.00,0.00,0.12,0.06,0
'[13:34:23.088 20/01/2026]',0.26,0.23,0.32,0.34,0.00,0.00,0.24,0.23,1.78,2.09,2.10,2.47,0.00,0.00,2.08,1.68,1.44,1.57,2.45,2.49,0.00,0.00,2.79,2.15,1.35,1.14,2.09,1.80,0.00,0.00,1.67,0.81,0.10,0.08,0.15,0.17,0.00,0.00,0.12,0.06,0
'[13:34:23.106 20/01/2026]',0.25,0.22,0.30,0.32,0.00,0.00,0.22,0.22,1.77,2.09,2.11,2.46,0.00,0.00,2.08,1.68,1.44,1.61,2.39,2.42,0.00,0.00,2.75,2.13,1.36,1.09,2.10,1.82,0.00,0.00,1.67,0.81,0.10,0.07,0.15,0.16,0.00,0.00,0.11,0.06,0
'[13:34:23.122 20/01/2026]',0.25,0.21,0.28,0.29,0.00,0.00,0.21,0.20,1.77,2.09,2.12,2.45,0.00,0.00,2.09,1.69,1.48,1.66,2.34,2.36,0.00,0.00,2.71,2.10,1.37,1.04,2.12,1.84,0.00,0.00,1.67,0.82,0.10,0.07,0.14,0.16,0.00,0.00,0.11,0.06,0
'[13:34:23.143 20/01/2026]',0.23,0.20,0.27,0.27,0.00,0.00,0.20,0.19,1.76,2.09,2.12,2.44,0.00,0.00,2.10,1.69,1.51,1.70,2.28,2.30,0.00,0.00,2.67,2.08,1.38,1.00,2.13,1.85,0.00,0.00,1.67,0.82,0.10,0.06,0.14,0.15,0.00,0.00,0.11,0.05,0
'[13:34:23.156 20/01/2026]',0.23,0.20,0.26,0.26,0.00,0.00,0.19,0.18,1.75,2.08,2.12,2.42,0.00,0.00,2.10,1.70,1.54,1.72,2.22,2.23,0.00,0.00,2.64,2.06,1.38,0.95,2.13,1.86,0.00,0.00,1.67,0.83,0.10,0.06,0.15,0.16,0.00,0.00,0.11,0.05,0
'[13:34:23.171 20/01/2026]',0.22,0.20,0.25,0.25,0.00,0.00,0.19,0.17,1.73,2.06,2.12,2.40,0.00,0.00,2.12,1.70,1.56,1.75,2.16,2.17,0.00,0.00,2.60,2.04,1.38,0.91,2.13,1.86,0.00,0.00,1.66,0.84,0.09,0.06,0.14,0.16,0.00,0.00,0.11,0.05,0
'[13:34:23.189 20/01/2026]',0.21,0.18,0.23,0.24,0.00,0.00,0.19,0.16,1.73,2.05,2.14,2.38,0.00,0.00,2.15,1.71,1.59,1.76,2.10,2.11,0.00,0.00,2.55,2.01,1.38,0.86,2.11,1.85,0.00,0.00,1.63,0.86,0.09,0.06,0.14,0.15,0.00,0.00,0.11,0.05,0
'[13:34:23.205 20/01/2026]',0.21,0.17,0.22,0.23,0.00,0.00,0.20,0.16,1.73,2.04,2.15,2.39,0.00,0.00,2.19,1.73,1.61,1.78,2.04,2.04,0.00,0.00,2.51,1.98,1.38,0.88,2.10,1.82,0.00,0.00,1.61,0.88,0.09,0.07,0.14,0.15,0.00,0.00,0.11,0.05,0
'[13:34:23.222 20/01/2026]',0.20,0.16,0.21,0.22,0.00,0.00,0.20,0.15,1.72,2.02,2.17,2.39,0.00,0.00,2.22,1.74,1.63,1.80,1.99,1.98,0.00,0.00,2.47,1.95,1.38,0.90,2.09,1.80,0.00,0.00,1.59,0.90,0.10,0.07,0.14,0.15,0.00,0.00,0.10,0.05,0
'[13:34:23.244 20/01/2026]',0.21,0.16,0.21,0.22,0.00,0.00,0.20,0.15,1.72,2.01,2.17,2.39,0.00,0.00,2.24,1.76,1.66,1.82,1.95,1.92,0.00,0.00,2.43,1.92,1.37,0.92,2.08,1.78,0.00,0.00,1.55,0.92,0.09,0.07,0.14,0.15,0.00,0.00,0.11,0.05,0
'[13:34:23.264 20/01/2026]',0.22,0.15,0.21,0.22,0.00,0.00,0.20,0.14,1.71,2.00,2.18,2.39,0.00,0.00,2.26,1.76,1.68,1.83,1.91,1.87,0.00,0.00,2.40,1.90,1.37,0.94,2.06,1.74,0.00,0.00,1.52,0.95,0.09,0.07,0.14,0.15,0.00,0.00,0.11,0.05,0
'[13:34:23.284 20/01/2026]',0.21,0.14,0.21,0.21,0.00,0.00,0.19,0.14,1.69,1.98,2.17,2.39,0.00,0.00,2.26,1.77,1.71,1.85,1.88,1.83,0.00,0.00,2.38,1.88,1.37,0.96,2.04,1.71,0.00,0.00,1.49,0.97,0.09,0.06,0.14,0.14,0.00,0.00,0.10,0.05,0
'[13:34:23.303 20/01/2026]',0.20,0.14,0.21,0.21,0.00,0.00,0.19,0.13,1.67,1.96,2.16,2.37,0.00,0.00,2.26,1.77,1.74,1.88,1.86,1.81,0.00,0.00,2.35,1.86,1.37,0.98,2.02,1.67,0.00,0.00,1.45,0.99,0.09,0.06,0.14,0.14,0.00,0.00,0.11,0.05,0
'[13:34:23.323 20/01/2026]',0.21,0.14,0.21,0.20,0.00,0.00,0.19,0.13,1.65,1.95,2.15,2.35,0.00,0.00,2.25,1.76,1.77,1.90,1.84,1.78,0.00,0.00,2.32,1.84,1.37,1.01,2.01,1.64,0.00,0.00,1.42,1.02,0.09,0.07,0.14,0.15,0.00,0.00,0.11,0.05,0
'[13:34:23.344 20/01/2026]',0.21,0.13,0.21,0.20,0.00,0.00,0.19,0.13,1.63,1.94,2.14,2.33,0.00,0.00,2.24,1.76,1.79,1.93,1.81,1.76,0.00,0.00,2.28,1.82,1.37,1.04,2.00,1.61,0.00,0.00,1.41,1.04,0.09,0.07,0.14,0.15,0.00,0.00,0.11,0.05,0
'[13:34:23.364 20/01/2026]',0.22,0.14,0.21,0.20,0.00,0.00,0.20,0.14,1.61,1.93,2.13,2.32,0.00,0.00,2.24,1.76,1.81,1.96,1.78,1.73,0.00,0.00,2.24,1.80,1.37,1.07,2.00,1.60,0.00,0.00,1.39,1.07,0.09,0.07,0.14,0.14,0.00,0.00,0.10,0.05,0
'[13:34:23.386 20/01/2026]',0.23,0.14,0.22,0.20,0.00,0.00,0.21,0.15,1.58,1.92,2.10,2.30,0.00,0.00,2.21,1.76,1.83,1.98,1.74,1.70,0.00,0.00,2.19,1.79,1.39,1.10,2.02,1.58,0.00,0.00,1.39,1.10,0.09,0.07,0.14,0.14,0.00,0.00,0.11,0.05,0
'[13:34:23.406 20/01/2026]',0.24,0.14,0.23,0.21,0.00,0.00,0.22,0.15,1.56,1.90,2.08,2.27,0.00,0.00,2.18,1.74,1.86,2.02,1.70,1.72,0.00,0.00,2.15,1.77,1.40,1.13,2.03,1.58,0.00,0.00,1.40,1.14,0.09,0.07,0.14,0.14,0.00,0.00,0.11,0.05,0
'[13:34:23.428 20/01/2026]',0.25,0.14,0.23,0.21,0.00,0.00,0.24,0.16,1.54,1.88,2.05,2.24,0.00,0.00,2.15,1.72,1.88,2.05,1.66,1.73,0.00,0.00,2.11,1.76,1.41,1.16,2.05,1.58,0.00,0.00,1.40,1.17,0.09,0.07,0.14,0.14,0.00,0.00,0.11,0.05,0
'[13:34:23.449 20/01/2026]',0.25,0.16,0.23,0.22,0.00,0.00,0.24,0.17,1.50,1.86,2.00,2.21,0.00,0.00,2.10,1.70,1.92,2.08,1.64,1.75,0.00,0.00,2.09,1.76,1.41,1.18,2.05,1.58,0.00,0.00,1.39,1.19,0.09,0.07,0.14,0.14,0.00,0.00,0.11,0.05,0
'[13:34:23.469 20/01/2026]',0.24,0.16,0.23,0.22,0.00,0.00,0.25,0.18,1.47,1.83,1.95,2.16,0.00,0.00,2.05,1.67,1.95,2.12,1.62,1.79,0.00,0.00,2.07,1.76,1.41,1.19,2.05,1.57,0.00,0.00,1.38,1.21,0.09,0.07,0.14,0.14,0.00,0.00,0.10,0.05,0
'[13:34:23.490 20/01/2026]',0.24,0.16,0.22,0.23,0.00,0.00,0.25,0.19,1.44,1.80,1.91,2.11,0.00,0.00,2.00,1.65,1.99,2.15,1.61,1.83,0.00,0.00,2.05,1.77,1.40,1.20,2.06,1.55,0.00,0.00,1.37,1.22,0.10,0.08,0.14,0.14,0.00,0.00,0.10,0.05,0
'[13:34:23.510 20/01/2026]',0.24,0.17,0.22,0.23,0.00,0.00,0.26,0.19,1.40,1.77,1.87,2.06,0.00,0.00,1.96,1.63,2.02,2.19,1.63,1.86,0.00,0.00,2.04,1.78,1.39,1.21,2.05,1.54,0.00,0.00,1.36,1.23,0.09,0.08,0.14,0.14,0.00,0.00,0.10,0.05,0
'[13:34:23.536 20/01/2026]',0.23,0.17,0.21,0.23,0.00,0.00,0.25,0.20,1.37,1.74,1.82,2.02,0.00,0.00,1.91,1.60,2.06,2.22,1.66,1.89,0.00,0.00,2.03,1.78,1.38,1.22,2.04,1.52,0.00,0.00,1.35,1.25,0.09,0.08,0.13,0.13,0.00,0.00,0.10,0.06,0
'[13:34:23.557 20/01/2026]',0.22,0.17,0.20,0.22,0.00,0.00,0.24,0.20,1.34,1.70,1.77,1.97,0.00,0.00,1.86,1.58,2.09,2.24,1.68,1.92,0.00,0.00,2.01,1.78,1.36,1.24,2.04,1.51,0.00,0.00,1.35,1.26,0.09,0.07,0.13,0.13,0.00,0.00,0.09,0.05,0
'[13:34:23.577 20/01/2026]',0.22,0.16,0.19,0.22,0.00,0.00,0.23,0.19,1.31,1.67,1.73,1.92,0.00,0.00,1.81,1.54,2.12,2.27,1.70,1.94,0.00,0.00,1.99,1.77,1.35,1.25,2.03,1.52,0.00,0.00,1.35,1.26,0.08,0.07,0.12,0.12,0.00,0.00,0.08,0.05,0
'[13:34:23.598 20/01/2026]',0.21,0.16,0.19,0.22,0.00,0.00,0.22,0.18,1.28,1.64,1.69,1.88,0.00,0.00,1.77,1.51,2.16,2.30,1.72,1.96,0.00,0.00,1.97,1.76,1.33,1.26,2.02,1.55,0.00,0.00,1.34,1.26,0.08,0.07,0.12,0.11,0.00,0.00,0.09,0.05,0
'[13:34:23.617 20/01/2026]',0.20,0.15,0.19,0.21,0.00,0.00,0.20,0.17,1.26,1.62,1.65,1.83,0.00,0.00,1.72,1.47,2.19,2.33,1.74,1.99,0.00,0.00,1.95,1.74,1.32,1.28,2.01,1.58,0.00,0.00,1.34,1.25,0.08,0.07,0.12,0.12,0.00,0.00,0.09,0.05,0
'[13:34:23.639 20/01/2026]',0.21,0.15,0.20,0.20,0.00,0.00,0.21,0.16,1.23,1.59,1.59,1.78,0.00,0.00,1.65,1.44,2.24,2.36,1.79,2.01,0.00,0.00,1.91,1.72,1.30,1.29,1.98,1.61,0.00,0.00,1.36,1.25,0.08,0.07,0.12,0.12,0.00,0.00,0.09,0.05,0
'[13:34:23.660 20/01/2026]',0.22,0.15,0.19,0.21,0.00,0.00,0.22,0.17,1.20,1.54,1.52,1.71,0.00,0.00,1.59,1.39,2.28,2.40,1.84,2.06,0.00,0.00,1.86,1.70,1.27,1.32,1.94,1.61,0.00,0.00,1.39,1.27,0.08,0.08,0.12,0.12,0.00,0.00,0.09,0.05,0
'[13:34:23.680 20/01/2026]',0.23,0.18,0.19,0.22,0.00,0.00,0.23,0.18,1.18,1.50,1.46,1.63,0.00,0.00,1.52,1.35,2.32,2.45,1.89,2.12,0.00,0.00,1.82,1.68,1.25,1.34,1.90,1.59,0.00,0.00,1.42,1.28,0.08,0.07,0.11,0.11,0.00,0.00,0.08,0.05,0
'[13:34:23.699 20/01/2026]',0.25,0.20,0.21,0.22,0.00,0.00,0.25,0.20,1.14,1.45,1.38,1.56,0.00,0.00,1.43,1.30,2.36,2.48,1.94,2.17,0.00,0.00,1.80,1.66,1.23,1.35,1.86,1.58,0.00,0.00,1.42,1.29,0.08,0.07,0.10,0.11,0.00,0.00,0.08,0.05,0
'[13:34:23.719 20/01/2026]',0.27,0.24,0.22,0.24,0.00,0.00,0.27,0.22,1.10,1.36,1.31,1.47,0.00,0.00,1.34,1.23,2.40,2.51,1.99,2.22,0.00,0.00,1.78,1.67,1.21,1.33,1.83,1.59,0.00,0.00,1.41,1.27,0.07,0.08,0.10,0.10,0.00,0.00,0.08,0.05,0
'[13:34:23.739 20/01/2026]',0.27,0.27,0.22,0.27,0.00,0.00,0.28,0.25,1.05,1.27,1.24,1.38,0.00,0.00,1.26,1.15,2.44,2.54,2.03,2.26,0.00,0.00,1.77,1.68,1.21,1.31,1.81,1.60,0.00,0.00,1.40,1.25,0.08,0.08,0.10,0.10,0.00,0.00,0.08,0.05,0
'[13:34:23.760 20/01/2026]',0.28,0.30,0.23,0.28,0.00,0.00,0.29,0.26,1.00,1.18,1.17,1.29,0.00,0.00,1.19,1.09,2.47,2.55,2.07,2.30,0.00,0.00,1.77,1.70,1.20,1.29,1.80,1.62,0.00,0.00,1.39,1.23,0.08,0.08,0.10,0.10,0.00,0.00,0.09,0.05,0
'[13:34:23.781 20/01/2026]',0.27,0.33,0.24,0.29,0.00,0.00,0.29,0.28,0.94,1.16,1.11,1.20,0.00,0.00,1.13,1.02,2.49,2.56,2.09,2.33,0.00,0.00,1.78,1.72,1.22,1.27,1.80,1.65,0.00,0.00,1.40,1.20,0.07,0.09,0.09,0.11,0.00,0.00,0.08,0.06,0
'[13:34:23.802 20/01/2026]',0.27,0.34,0.25,0.30,0.00,0.00,0.30,0.27,0.89,1.16,1.06,1.15,0.00,0.00,1.08,0.97,2.50,2.54,2.10,2.33,0.00,0.00,1.80,1.76,1.23,1.28,1.81,1.67,0.00,0.00,1.41,1.20,0.07,0.08,0.09,0.10,0.00,0.00,0.08,0.06,0
'[13:34:23.822 20/01/2026]',0.26,0.35,0.26,0.32,0.00,0.00,0.29,0.27,0.83,1.16,1.01,1.10,0.00,0.00,1.03,0.92,2.52,2.52,2.12,2.33,0.00,0.00,1.81,1.79,1.25,1.29,1.81,1.69,0.00,0.00,1.42,1.20,0.07,0.08,0.08,0.09,0.00,0.00,0.07,0.06,0
'[13:34:23.844 20/01/2026]',0.25,0.35,0.26,0.32,0.00,0.00,0.27,0.27,0.78,1.16,0.99,1.05,0.00,0.00,1.00,0.87,2.53,2.49,2.14,2.31,0.00,0.00,1.82,1.83,1.25,1.30,1.79,1.71,0.00,0.00,1.42,1.19,0.07,0.08,0.08,0.09,0.00,0.00,0.07,0.05,0
'[13:34:23.864 20/01/2026]',0.23,0.33,0.27,0.31,0.00,0.00,0.26,0.26,0.74,1.18,1.02,1.04,0.00,0.00,0.99,0.86,2.54,2.47,2.15,2.31,0.00,0.00,1.83,1.85,1.24,1.30,1.77,1.72,0.00,0.00,1.42,1.18,0.06,0.08,0.08,0.09,0.00,0.00,0.07,0.05,0
'[13:34:23.886 20/01/2026]',0.22,0.31,0.25,0.30,0.00,0.00,0.24,0.24,0.72,1.20,1.07,1.03,0.00,0.00,1.03,0.92,2.54,2.44,2.17,2.30,0.00,0.00,1.84,1.87,1.24,1.29,1.73,1.72,0.00,0.00,1.42,1.17,0.06,0.08,0.08,0.08,0.00,0.00,0.07,0.05,0
'[13:34:23.912 20/01/2026]',0.21,0.30,0.24,0.29,0.00,0.00,0.23,0.24,0.75,1.21,1.11,1.05,0.00,0.00,1.08,0.97,2.55,2.42,2.18,2.29,0.00,0.00,1.85,1.89,1.23,1.27,1.71,1.73,0.00,0.00,1.42,1.15,0.06,0.08,0.08,0.08,0.00,0.00,0.07,0.05,0
'[13:34:23.934 20/01/2026]',0.21,0.30,0.25,0.27,0.00,0.00,0.24,0.24,0.76,1.22,1.15,1.07,0.00,0.00,1.09,1.01,2.54,2.40,2.18,2.28,0.00,0.00,1.88,1.91,1.21,1.25,1.68,1.73,0.00,0.00,1.45,1.13,0.07,0.08,0.09,0.08,0.00,0.00,0.07,0.05,0
'[13:34:23.955 20/01/2026]',0.23,0.29,0.27,0.28,0.00,0.00,0.26,0.23,0.73,1.21,1.13,1.08,0.00,0.00,1.08,1.03,2.48,2.36,2.13,2.26,0.00,0.00,1.96,1.95,1.18,1.22,1.62,1.74,0.00,0.00,1.50,1.10,0.08,0.08,0.11,0.09,0.00,0.00,0.09,0.06,0
'[13:34:23.975 20/01/2026]',0.25,0.27,0.29,0.29,0.00,0.00,0.27,0.23,0.71,1.19,1.10,1.03,0.00,0.00,1.06,1.03,2.43,2.31,2.16,2.21,0.00,0.00,2.03,2.03,1.15,1.20,1.57,1.76,0.00,0.00,1.55,1.13,0.09,0.09,0.12,0.11,0.00,0.00,0.10,0.07,0
