'FFT Bands',Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,'Event'
'[14:18:10.160 20/01/2026]',0.36,0.19,0.31,0.15,0.00,0.00,0.13,0.10,2.45,1.50,1.94,1.63,0.00,0.00,2.07,0.87,3.09,2.64,1.91,1.67,0.00,0.00,3.19,1.60,0.97,0.92,0.75,0.58,0.00,0.00,1.91,0.62,0.06,0.04,0.04,0.03,0.00,0.00,0.11,0.04,0
'[14:18:10.176 20/01/2026]',0.37,0.19,0.30,0.15,0.00,0.00,0.13,0.10,2.45,1.52,1.97,1.65,0.00,0.00,2.05,0.89,3.11,2.64,1.90,1.67,0.00,0.00,3.20,1.60,0.95,0.93,0.75,0.58,0.00,0.00,1.96,0.61,0.06,0.05,0.04,0.03,0.00,0.00,0.12,0.04,0
'[14:18:10.193 20/01/2026]',0.38,0.20,0.30,0.15,0.00,0.00,0.14,0.11,2.45,1.53,1.99,1.68,0.00,0.00,2.03,0.90,3.12,2.64,1.90,1.66,0.00,0.00,3.21,1.61,0.98,0.94,0.75,0.58,0.00,0.00,2.00,0.60,0.05,0.05,0.04,0.04,0.00,0.00,0.12,0.04,0
'[14:18:10.210 20/01/2026]',0.39,0.20,0.30,0.15,0.00,0.00,0.13,0.11,2.46,1.54,2.02,1.70,0.00,0.00,2.03,0.92,3.13,2.65,1.88,1.66,0.00,0.00,3.22,1.61,1.01,0.95,0.74,0.59,0.00,0.00,2.05,0.59,0.05,0.05,0.04,0.04,0.00,0.00,0.13,0.05,0
'[14:18:10.225 20/01/2026]',0.41,0.21,0.31,0.15,0.00,0.00,0.12,0.11,2.47,1.55,2.05,1.72,0.00,0.00,2.03,0.95,3.13,2.63,1.86,1.65,0.00,0.00,3.23,1.61,1.04,0.97,0.73,0.58,0.00,0.00,2.10,0.57,0.06,0.05,0.04,0.04,0.00,0.00,0.13,0.05,0
'[14:18:10.243 20/01/2026]',0.42,0.22,0.32,0.16,0.00,0.00,0.12,0.11,2.48,1.56,2.08,1.73,0.00,0.00,2.02,0.97,3.14,2.62,1.85,1.65,0.00,0.00,3.24,1.60,1.07,0.98,0.72,0.58,0.00,0.00,2.15,0.55,0.06,0.05,0.05,0.04,0.00,0.00,0.14,0.05,0
'[14:18:10.259 20/01/2026]',0.44,0.23,0.33,0.16,0.00,0.00,0.12,0.11,2.50,1.58,2.10,1.75,0.00,0.00,2.02,0.99,3.13,2.60,1.82,1.66,0.00,0.00,3.26,1.60,1.11,1.00,0.70,0.58,0.00,0.00,2.20,0.53,0.06,0.05,0.04,0.04,0.00,0.00,0.13,0.06,0
'[14:18:10.276 20/01/2026]',0.46,0.25,0.34,0.16,0.00,0.00,0.12,0.12,2.51,1.59,2.13,1.76,0.00,0.00,2.01,1.02,3.12,2.58,1.81,1.66,0.00,0.00,3.27,1.59,1.14,1.01,0.69,0.57,0.00,0.00,2.24,0.50,0.06,0.05,0.04,0.04,0.00,0.00,0.13,0.06,0
'[14:18:10.293 20/01/2026]',0.46,0.26,0.34,0.16,0.00,0.00,0.11,0.12,2.54,1.61,2.16,1.77,0.00,0.00,2.01,1.04,3.10,2.56,1.78,1.66,0.00,0.00,3.27,1.58,1.17,1.03,0.68,0.56,0.00,0.00,2.27,0.51,0.06,0.05,0.04,0.04,0.00,0.00,0.14,0.05,0
'[14:18:10.309 20/01/2026]',0.47,0.27,0.35,0.17,0.00,0.00,0.11,0.11,2.57,1.62,2.20,1.78,0.00,0.00,2.02,1.07,3.07,2.53,1.74,1.66,0.00,0.00,3.27,1.57,1.18,1.03,0.68,0.56,0.00,0.00,2.29,0.52,0.06,0.05,0.04,0.04,0.00,0.00,0.14,0.05,0
'[14:18:10.326 20/01/2026]',0.46,0.27,0.34,0.17,0.00,0.00,0.11,0.12,2.61,1.65,2.24,1.81,0.00,0.00,2.03,1.11,3.02,2.49,1.72,1.68,0.00,0.00,3.28,1.57,1.18,1.02,0.66,0.56,0.00,0.00,2.30,0.53,0.06,0.06,0.05,0.04,0.00,0.00,0.14,0.06,0
'[14:18:10.343 20/01/2026]',0.44,0.26,0.33,0.16,0.00,0.00,0.11,0.12,2.65,1.68,2.27,1.84,0.00,0.00,2.04,1.14,2.97,2.43,1.75,1.71,0.00,0.00,3.28,1.59,1.18,1.02,0.65,0.57,0.00,0.00,2.30,0.53,0.06,0.05,0.05,0.05,0.00,0.00,0.14,0.06,0
'[14:18:10.359 20/01/2026]',0.43,0.25,0.32,0.15,0.00,0.00,0.11,0.13,2.69,1.71,2.31,1.86,0.00,0.00,2.05,1.17,2.92,2.37,1.78,1.74,0.00,0.00,3.29,1.60,1.18,1.01,0.66,0.57,0.00,0.00,2.30,0.52,0.06,0.05,0.05,0.05,0.00,0.00,0.15,0.06,0
'[14:18:10.389 20/01/2026]',0.43,0.23,0.31,0.15,0.00,0.00,0.10,0.13,2.72,1.73,2.34,1.88,0.00,0.00,2.04,1.20,2.87,2.32,1.82,1.77,0.00,0.00,3.31,1.62,1.19,1.01,0.67,0.58,0.00,0.00,2.29,0.52,0.06,0.05,0.05,0.05,0.00,0.00,0.14,0.06,0
'[14:18:10.426 20/01/2026]',0.45,0.22,0.31,0.14,0.00,0.00,0.10,0.13,2.75,1.76,2.37,1.90,0.00,0.00,2.04,1.23,2.84,2.27,1.87,1.81,0.00,0.00,3.32,1.64,1.21,1.02,0.67,0.57,0.00,0.00,2.29,0.51,0.06,0.06,0.05,0.05,0.00,0.00,0.14,0.05,0
'[14:18:10.463 20/01/2026]',0.46,0.23,0.32,0.14,0.00,0.00,0.10,0.12,2.78,1.78,2.40,1.91,0.00,0.00,2.05,1.24,2.92,2.21,1.92,1.85,0.00,0.00,3.32,1.66,1.24,1.04,0.70,0.56,0.00,0.00,2.29,0.52,0.07,0.06,0.05,0.05,0.00,0.00,0.14,0.05,0
'[14:18:10.500 20/01/2026]',0.48,0.23,0.34,0.15,0.00,0.00,0.10,0.12,2.83,1.79,2.43,1.92,0.00,0.00,2.05,1.26,2.98,2.14,1.95,1.88,0.00,0.00,3.31,1.69,1.23,1.06,0.70,0.56,0.00,0.00,2.30,0.52,0.07,0.06,0.05,0.05,0.00,0.00,0.15,0.05,0
'[14:18:10.537 20/01/2026]',0.51,0.25,0.36,0.16,0.00,0.00,0.10,0.12,2.87,1.81,2.46,1.93,0.00,0.00,2.06,1.27,3.04,2.13,1.98,1.91,0.00,0.00,3.31,1.71,1.22,1.06,0.70,0.56,0.00,0.00,2.30,0.52,0.07,0.06,0.05,0.06,0.00,0.00,0.15,0.05,0
'[14:18:10.575 20/01/2026]',0.47,0.28,0.35,0.18,0.00,0.00,0.11,0.13,2.87,1.83,2.46,1.94,0.00,0.00,2.07,1.28,3.11,2.16,2.02,1.94,0.00,0.00,3.29,1.73,1.16,1.06,0.70,0.56,0.00,0.00,2.29,0.52,0.07,0.06,0.06,0.06,0.00,0.00,0.14,0.05,0
'[14:18:10.613 20/01/2026]',0.45,0.27,0.33,0.17,0.00,0.00,0.14,0.13,2.87,1.82,2.46,1.92,0.00,0.00,2.06,1.28,3.18,2.18,2.04,1.97,0.00,0.00,3.22,1.76,1.10,1.02,0.71,0.55,0.00,0.00,2.26,0.52,0.08,0.07,0.06,0.06,0.00,0.00,0.14,0.05,0
'[14:18:10.651 20/01/2026]',0.45,0.28,0.32,0.19,0.00,0.00,0.15,0.15,2.85,1.80,2.45,1.91,0.00,0.00,2.02,1.28,3.23,2.19,2.04,1.98,0.00,0.00,3.15,1.76,1.07,0.96,0.74,0.52,0.00,0.00,2.20,0.53,0.08,0.07,0.06,0.06,0.00,0.00,0.15,0.05,0
'[14:18:10.688 20/01/2026]',0.46,0.28,0.33,0.19,0.00,0.00,0.18,0.16,2.84,1.78,2.43,1.87,0.00,0.00,1.97,1.28,3.26,2.18,2.03,1.98,0.00,0.00,3.04,1.75,1.04,0.93,0.76,0.53,0.00,0.00,2.11,0.55,0.08,0.07,0.06,0.06,0.00,0.00,0.14,0.05,0
'[14:18:10.727 20/01/2026]',0.46,0.29,0.34,0.20,0.00,0.00,0.18,0.18,2.82,1.77,2.39,1.84,0.00,0.00,1.88,1.28,3.27,2.15,1.99,1.96,0.00,0.00,2.92,1.73,1.00,0.91,0.75,0.55,0.00,0.00,2.02,0.55,0.08,0.07,0.06,0.06,0.00,0.00,0.14,0.05,0
'[14:18:10.764 20/01/2026]',0.46,0.28,0.34,0.20,0.00,0.00,0.17,0.17,2.78,1.75,2.35,1.79,0.00,0.00,1.80,1.27,3.26,2.11,1.95,1.92,0.00,0.00,2.81,1.69,0.97,0.91,0.74,0.55,0.00,0.00,1.94,0.55,0.08,0.07,0.06,0.06,0.00,0.00,0.14,0.05,0
'[14:18:10.803 20/01/2026]',0.44,0.27,0.33,0.20,0.00,0.00,0.16,0.17,2.74,1.73,2.30,1.74,0.00,0.00,1.71,1.26,3.24,2.07,1.91,1.88,0.00,0.00,2.70,1.65,1.01,0.91,0.74,0.57,0.00,0.00,1.87,0.53,0.08,0.07,0.06,0.06,0.00,0.00,0.13,0.05,0
'[14:18:10.840 20/01/2026]',0.43,0.25,0.31,0.19,0.00,0.00,0.16,0.16,2.69,1.71,2.25,1.68,0.00,0.00,1.63,1.25,3.21,2.03,1.88,1.84,0.00,0.00,2.59,1.62,1.06,0.90,0.74,0.59,0.00,0.00,1.81,0.52,0.07,0.07,0.06,0.06,0.00,0.00,0.13,0.05,0
'[14:18:10.879 20/01/2026]',0.43,0.24,0.30,0.18,0.00,0.00,0.17,0.16,2.64,1.69,2.19,1.62,0.00,0.00,1.53,1.24,3.18,2.00,1.86,1.81,0.00,0.00,2.48,1.60,1.12,0.89,0.75,0.59,0.00,0.00,1.74,0.51,0.07,0.06,0.06,0.06,0.00,0.00,0.13,0.04,0
'[14:18:10.931 20/01/2026]',0.44,0.23,0.30,0.18,0.00,0.00,0.17,0.17,2.62,1.67,2.16,1.57,0.00,0.00,1.44,1.23,3.14,1.97,1.83,1.78,0.00,0.00,2.36,1.58,1.19,0.88,0.75,0.60,0.00,0.00,1.66,0.50,0.07,0.06,0.06,0.06,0.00,0.00,0.13,0.05,0
'[14:18:10.976 20/01/2026]',0.46,0.26,0.30,0.19,0.00,0.00,0.18,0.18,2.60,1.69,2.11,1.53,0.00,0.00,1.37,1.23,3.11,1.92,1.81,1.75,0.00,0.00,2.24,1.57,1.27,0.89,0.76,0.60,0.00,0.00,1.57,0.49,0.08,0.07,0.06,0.06,0.00,0.00,0.12,0.04,0
'[14:18:11.013 20/01/2026]',0.51,0.28,0.32,0.20,0.00,0.00,0.17,0.18,2.63,1.72,2.08,1.49,0.00,0.00,1.32,1.23,3.06,1.87,1.79,1.72,0.00,0.00,2.11,1.55,1.39,0.93,0.79,0.63,0.00,0.00,1.49,0.49,0.08,0.08,0.06,0.06,0.00,0.00,0.13,0.04,0
'[14:18:11.051 20/01/2026]',0.51,0.33,0.33,0.23,0.00,0.00,0.17,0.18,2.65,1.79,2.04,1.48,0.00,0.00,1.27,1.24,3.01,1.79,1.75,1.68,0.00,0.00,1.99,1.53,1.53,0.96,0.82,0.66,0.00,0.00,1.40,0.49,0.08,0.08,0.07,0.06,0.00,0.00,0.12,0.05,0
'[14:18:11.089 20/01/2026]',0.52,0.34,0.34,0.23,0.00,0.00,0.17,0.18,2.69,1.87,2.03,1.48,0.00,0.00,1.19,1.25,2.93,1.73,1.69,1.62,0.00,0.00,1.90,1.50,1.64,1.00,0.82,0.70,0.00,0.00,1.32,0.48,0.09,0.08,0.07,0.06,0.00,0.00,0.12,0.05,0
'[14:18:11.134 20/01/2026]',0.52,0.33,0.33,0.24,0.00,0.00,0.20,0.17,2.75,1.95,2.01,1.50,0.00,0.00,1.15,1.27,2.80,1.68,1.59,1.55,0.00,0.00,1.85,1.46,1.70,1.02,0.81,0.70,0.00,0.00,1.29,0.45,0.10,0.08,0.07,0.07,0.00,0.00,0.12,0.05,0
'[14:18:11.182 20/01/2026]',0.52,0.35,0.32,0.26,0.00,0.00,0.21,0.21,2.80,2.05,1.99,1.53,0.00,0.00,1.15,1.29,2.66,1.66,1.48,1.45,0.00,0.00,1.84,1.40,1.73,0.99,0.81,0.66,0.00,0.00,1.29,0.45,0.10,0.09,0.07,0.07,0.00,0.00,0.12,0.05,0
'[14:18:11.220 20/01/2026]',0.54,0.37,0.32,0.26,0.00,0.00,0.20,0.22,2.87,2.13,1.97,1.54,0.00,0.00,1.15,1.29,2.48,1.80,1.45,1.38,0.00,0.00,1.84,1.42,1.73,0.95,0.79,0.64,0.00,0.00,1.32,0.48,0.10,0.09,0.07,0.07,0.00,0.00,0.12,0.06,0
'[14:18:11.271 20/01/2026]',0.55,0.43,0.33,0.29,0.00,0.00,0.19,0.23,2.92,2.24,1.96,1.55,0.00,0.00,1.15,1.29,2.30,1.99,1.51,1.40,0.00,0.00,1.84,1.51,1.75,0.93,0.78,0.64,0.00,0.00,1.37,0.50,0.10,0.09,0.07,0.07,0.00,0.00,0.12,0.06,0
'[14:18:11.326 20/01/2026]',0.54,0.46,0.33,0.29,0.00,0.00,0.21,0.23,2.97,2.32,1.96,1.56,0.00,0.00,1.13,1.26,2.14,2.18,1.56,1.51,0.00,0.00,1.85,1.62,1.77,0.94,0.78,0.65,0.00,0.00,1.45,0.52,0.09,0.09,0.07,0.07,0.00,0.00,0.12,0.06,0
'[14:18:11.381 20/01/2026]',0.54,0.47,0.34,0.30,0.00,0.00,0.22,0.23,3.02,2.40,1.97,1.56,0.00,0.00,1.07,1.24,2.09,2.38,1.59,1.61,0.00,0.00,1.85,1.71,1.79,0.96,0.77,0.67,0.00,0.00,1.56,0.57,0.09,0.09,0.06,0.07,0.00,0.00,0.11,0.06,0
'[14:18:11.421 20/01/2026]',0.52,0.48,0.33,0.30,0.00,0.00,0.22,0.23,3.08,2.47,1.99,1.57,0.00,0.00,1.03,1.23,2.22,2.58,1.62,1.69,0.00,0.00,1.84,1.79,1.80,0.98,0.78,0.68,0.00,0.00,1.69,0.63,0.09,0.09,0.06,0.06,0.00,0.00,0.11,0.06,0
'[14:18:11.431 20/01/2026]',0.51,0.49,0.32,0.30,0.00,0.00,0.23,0.23,3.13,2.53,2.01,1.58,0.00,0.00,1.01,1.22,2.34,2.77,1.64,1.78,0.00,0.00,1.85,1.85,1.80,0.98,0.78,0.71,0.00,0.00,1.82,0.71,0.09,0.08,0.06,0.06,0.00,0.00,0.11,0.06,0
'[14:18:11.439 20/01/2026]',0.52,0.50,0.32,0.30,0.00,0.00,0.22,0.23,3.19,2.57,2.03,1.58,0.00,0.00,0.98,1.21,2.45,2.97,1.66,1.85,0.00,0.00,1.86,1.90,1.81,0.98,0.77,0.73,0.00,0.00,1.95,0.78,0.08,0.08,0.06,0.06,0.00,0.00,0.11,0.06,0
'[14:18:11.444 20/01/2026]',0.52,0.53,0.33,0.31,0.00,0.00,0.22,0.25,3.25,2.62,2.05,1.60,0.00,0.00,0.96,1.21,2.57,3.14,1.68,1.92,0.00,0.00,1.87,1.95,1.83,0.98,0.76,0.74,0.00,0.00,2.06,0.85,0.08,0.08,0.06,0.06,0.00,0.00,0.11,0.06,0
'[14:18:11.461 20/01/2026]',0.53,0.55,0.33,0.32,0.00,0.00,0.22,0.25,3.31,2.67,2.07,1.61,0.00,0.00,0.94,1.20,2.67,3.31,1.69,1.98,0.00,0.00,1.89,1.97,1.85,0.99,0.75,0.74,0.00,0.00,2.15,0.91,0.08,0.07,0.05,0.06,0.00,0.00,0.11,0.05,0
'[14:18:11.479 20/01/2026]',0.54,0.58,0.34,0.33,0.00,0.00,0.21,0.25,3.38,2.72,2.08,1.62,0.00,0.00,0.94,1.19,2.75,3.46,1.71,2.04,0.00,0.00,1.90,1.99,1.86,0.99,0.75,0.74,0.00,0.00,2.22,0.96,0.08,0.07,0.05,0.05,0.00,0.00,0.11,0.06,0
'[14:18:11.496 20/01/2026]',0.51,0.59,0.32,0.33,0.00,0.00,0.22,0.24,3.47,2.77,2.10,1.62,0.00,0.00,0.94,1.17,2.81,3.60,1.71,2.10,0.00,0.00,1.92,1.99,1.83,1.00,0.76,0.75,0.00,0.00,2.27,0.99,0.09,0.07,0.05,0.05,0.00,0.00,0.10,0.05,0
'[14:18:11.514 20/01/2026]',0.49,0.59,0.31,0.32,0.00,0.00,0.22,0.24,3.54,2.83,2.10,1.63,0.00,0.00,0.92,1.14,2.89,3.71,1.72,2.15,0.00,0.00,1.93,1.99,1.77,0.98,0.77,0.75,0.00,0.00,2.29,1.01,0.09,0.07,0.05,0.05,0.00,0.00,0.10,0.05,0
'[14:18:11.527 20/01/2026]',0.47,0.59,0.30,0.32,0.00,0.00,0.22,0.24,3.60,2.88,2.11,1.63,0.00,0.00,0.90,1.11,2.96,3.82,1.73,2.20,0.00,0.00,1.94,2.03,1.72,0.97,0.78,0.75,0.00,0.00,2.31,1.03,0.09,0.07,0.05,0.05,0.00,0.00,0.11,0.05,0
'[14:18:11.545 20/01/2026]',0.46,0.59,0.29,0.31,0.00,0.00,0.22,0.25,3.66,2.92,2.12,1.64,0.00,0.00,0.88,1.08,3.02,3.92,1.73,2.24,0.00,0.00,1.95,2.09,1.67,0.95,0.79,0.75,0.00,0.00,2.33,1.05,0.10,0.07,0.05,0.05,0.00,0.00,0.11,0.05,0
'[14:18:11.563 20/01/2026]',0.46,0.59,0.29,0.31,0.00,0.00,0.21,0.25,3.72,2.97,2.12,1.65,0.00,0.00,0.86,1.05,3.08,4.02,1.73,2.28,0.00,0.00,1.96,2.14,1.62,0.96,0.79,0.75,0.00,0.00,2.34,1.07,0.09,0.06,0.05,0.05,0.00,0.00,0.10,0.05,0
'[14:18:11.579 20/01/2026]',0.47,0.60,0.30,0.31,0.00,0.00,0.20,0.25,3.76,3.02,2.11,1.66,0.00,0.00,0.83,1.02,3.16,4.09,1.74,2.31,0.00,0.00,1.98,2.19,1.58,0.96,0.77,0.74,0.00,0.00,2.34,1.09,0.09,0.06,0.05,0.04,0.00,0.00,0.10,0.05,0
'[14:18:11.596 20/01/2026]',0.48,0.61,0.31,0.32,0.00,0.00,0.20,0.26,3.80,3.05,2.10,1.66,0.00,0.00,0.80,0.99,3.23,4.17,1.75,2.33,0.00,0.00,2.01,2.23,1.54,0.95,0.75,0.74,0.00,0.00,2.34,1.11,0.09,0.06,0.05,0.04,0.00,0.00,0.10,0.05,0
'[14:18:11.612 20/01/2026]',0.49,0.64,0.32,0.33,0.00,0.00,0.19,0.25,3.83,3.09,2.09,1.66,0.00,0.00,0.78,0.96,3.29,4.22,1.76,2.34,0.00,0.00,2.03,2.28,1.51,0.94,0.73,0.75,0.00,0.00,2.34,1.12,0.09,0.06,0.04,0.04,0.00,0.00,0.10,0.05,0
'[14:18:11.626 20/01/2026]',0.50,0.66,0.33,0.34,0.00,0.00,0.18,0.25,3.87,3.13,2.08,1.66,0.00,0.00,0.77,0.92,3.34,4.27,1.76,2.36,0.00,0.00,2.04,2.32,1.47,0.95,0.72,0.75,0.00,0.00,2.34,1.14,0.09,0.06,0.05,0.04,0.00,0.00,0.10,0.04,0
'[14:18:11.645 20/01/2026]',0.51,0.65,0.33,0.33,0.00,0.00,0.17,0.24,3.91,3.15,2.06,1.66,0.00,0.00,0.76,0.89,3.38,4.31,1.76,2.37,0.00,0.00,2.06,2.35,1.43,0.97,0.71,0.76,0.00,0.00,2.41,1.15,0.08,0.06,0.05,0.04,0.00,0.00,0.10,0.04,0
'[14:18:11.662 20/01/2026]',0.53,0.63,0.33,0.33,0.00,0.00,0.16,0.23,3.95,3.17,2.05,1.65,0.00,0.00,0.75,0.86,3.42,4.35,1.77,2.37,0.00,0.00,2.07,2.37,1.45,1.00,0.70,0.77,0.00,0.00,2.47,1.15,0.08,0.07,0.05,0.05,0.00,0.00,0.10,0.05,0
'[14:18:11.680 20/01/2026]',0.53,0.62,0.34,0.32,0.00,0.00,0.15,0.21,4.01,3.19,2.05,1.64,0.00,0.00,0.75,0.84,3.43,4.38,1.75,2.38,0.00,0.00,2.09,2.40,1.48,1.03,0.70,0.77,0.00,0.00,2.52,1.16,0.08,0.07,0.05,0.05,0.00,0.00,0.10,0.05,0
'[14:18:11.696 20/01/2026]',0.53,0.60,0.35,0.32,0.00,0.00,0.15,0.21,4.06,3.19,2.05,1.64,0.00,0.00,0.74,0.82,3.43,4.42,1.73,2.37,0.00,0.00,2.14,2.41,1.51,1.07,0.71,0.77,0.00,0.00,2.57,1.17,0.09,0.08,0.05,0.05,0.00,0.00,0.10,0.05,0
'[14:18:11.713 20/01/2026]',0.52,0.59,0.33,0.31,0.00,0.00,0.15,0.20,4.12,3.19,2.04,1.64,0.00,0.00,0.75,0.80,3.42,4.46,1.71,2.37,0.00,0.00,2.18,2.42,1.54,1.11,0.74,0.77,0.00,0.00,2.61,1.18,0.09,0.08,0.05,0.05,0.00,0.00,0.10,0.05,0
'[14:18:11.729 20/01/2026]',0.50,0.59,0.31,0.31,0.00,0.00,0.16,0.21,4.16,3.17,2.02,1.63,0.00,0.00,0.76,0.79,3.42,4.49,1.69,2.35,0.00,0.00,2.22,2.41,1.56,1.14,0.76,0.74,0.00,0.00,2.64,1.22,0.09,0.08,0.06,0.06,0.00,0.00,0.10,0.05,0
'[14:18:11.746 20/01/2026]',0.48,0.60,0.30,0.30,0.00,0.00,0.16,0.23,4.21,3.14,2.00,1.61,0.00,0.00,0.78,0.79,3.40,4.52,1.68,2.33,0.00,0.00,2.26,2.40,1.56,1.18,0.79,0.71,0.00,0.00,2.67,1.25,0.09,0.07,0.05,0.06,0.00,0.00,0.10,0.04,0
'[14:18:11.763 20/01/2026]',0.46,0.61,0.29,0.30,0.00,0.00,0.16,0.23,4.25,3.10,1.99,1.59,0.00,0.00,0.79,0.77,3.38,4.57,1.66,2.32,0.00,0.00,2.29,2.40,1.56,1.21,0.81,0.69,0.00,0.00,2.69,1.30,0.09,0.07,0.05,0.05,0.00,0.00,0.10,0.05,0
'[14:18:11.778 20/01/2026]',0.45,0.62,0.29,0.29,0.00,0.00,0.16,0.23,4.29,3.05,1.96,1.57,0.00,0.00,0.81,0.76,3.36,4.62,1.65,2.31,0.00,0.00,2.31,2.39,1.55,1.24,0.83,0.72,0.00,0.00,2.71,1.35,0.08,0.07,0.05,0.05,0.00,0.00,0.10,0.05,0
'[14:18:11.796 20/01/2026]',0.45,0.62,0.29,0.30,0.00,0.00,0.15,0.23,4.32,3.01,1.93,1.54,0.00,0.00,0.82,0.75,3.34,4.67,1.64,2.34,0.00,0.00,2.34,2.39,1.54,1.26,0.85,0.74,0.00,0.00,2.72,1.39,0.08,0.07,0.05,0.05,0.00,0.00,0.10,0.05,0
'[14:18:11.812 20/01/2026]',0.45,0.63,0.29,0.30,0.00,0.00,0.14,0.23,4.35,2.97,1.91,1.52,0.00,0.00,0.83,0.73,3.32,4.71,1.64,2.40,0.00,0.00,2.36,2.39,1.54,1.28,0.88,0.77,0.00,0.00,2.74,1.44,0.07,0.08,0.05,0.05,0.00,0.00,0.10,0.05,0
'[14:18:11.829 20/01/2026]',0.45,0.63,0.30,0.30,0.00,0.00,0.14,0.23,4.38,2.93,1.89,1.50,0.00,0.00,0.84,0.72,3.31,4.79,1.63,2.45,0.00,0.00,2.37,2.40,1.53,1.29,0.90,0.80,0.00,0.00,2.76,1.48,0.07,0.07,0.05,0.05,0.00,0.00,0.10,0.05,0
'[14:18:11.847 20/01/2026]',0.44,0.63,0.30,0.31,0.00,0.00,0.14,0.24,4.40,2.90,1.87,1.48,0.00,0.00,0.86,0.71,3.29,4.87,1.62,2.50,0.00,0.00,2.39,2.40,1.53,1.30,0.92,0.82,0.00,0.00,2.78,1.52,0.07,0.07,0.05,0.05,0.00,0.00,0.10,0.05,0
'[14:18:11.860 20/01/2026]',0.45,0.63,0.30,0.31,0.00,0.00,0.15,0.24,4.42,2.87,1.86,1.46,0.00,0.00,0.87,0.70,3.26,4.95,1.60,2.55,0.00,0.00,2.40,2.40,1.54,1.32,0.95,0.84,0.00,0.00,2.80,1.56,0.07,0.06,0.05,0.05,0.00,0.00,0.10,0.05,0
'[14:18:11.877 20/01/2026]',0.46,0.63,0.32,0.31,0.00,0.00,0.15,0.23,4.45,2.85,1.86,1.45,0.00,0.00,0.88,0.70,3.20,5.00,1.57,2.58,0.00,0.00,2.42,2.41,1.55,1.33,1.00,0.87,0.00,0.00,2.81,1.60,0.08,0.07,0.05,0.05,0.00,0.00,0.10,0.05,0
'[14:18:11.893 20/01/2026]',0.48,0.64,0.34,0.31,0.00,0.00,0.14,0.23,4.48,2.84,1.85,1.45,0.00,0.00,0.89,0.71,3.15,5.03,1.53,2.59,0.00,0.00,2.44,2.42,1.55,1.31,1.04,0.91,0.00,0.00,2.82,1.65,0.09,0.08,0.05,0.05,0.00,0.00,0.11,0.05,0
'[14:18:11.910 20/01/2026]',0.50,0.64,0.36,0.31,0.00,0.00,0.14,0.22,4.50,2.83,1.85,1.45,0.00,0.00,0.90,0.72,3.10,5.05,1.50,2.61,0.00,0.00,2.45,2.43,1.56,1.30,1.08,0.95,0.00,0.00,2.83,1.70,0.09,0.08,0.05,0.05,0.00,0.00,0.11,0.05,0
'[14:18:11.927 20/01/2026]',0.49,0.65,0.34,0.31,0.00,0.00,0.14,0.22,4.49,2.82,1.84,1.45,0.00,0.00,0.92,0.73,3.02,5.07,1.44,2.62,0.00,0.00,2.48,2.44,1.54,1.29,1.15,0.98,0.00,0.00,2.84,1.74,0.09,0.09,0.05,0.06,0.00,0.00,0.11,0.05,0
'[14:18:11.943 20/01/2026]',0.49,0.62,0.33,0.31,0.00,0.00,0.14,0.21,4.47,2.80,1.82,1.45,0.00,0.00,0.95,0.76,2.93,5.02,1.39,2.59,0.00,0.00,2.50,2.42,1.53,1.24,1.22,1.04,0.00,0.00,2.85,1.80,0.09,0.09,0.05,0.06,0.00,0.00,0.11,0.05,0
'[14:18:11.962 20/01/2026]',0.50,0.60,0.32,0.30,0.00,0.00,0.15,0.21,4.48,2.79,1.81,1.45,0.00,0.00,0.96,0.78,2.84,4.97,1.34,2.57,0.00,0.00,2.51,2.41,1.50,1.19,1.28,1.10,0.00,0.00,2.86,1.85,0.10,0.09,0.06,0.06,0.00,0.00,0.12,0.05,0
'[14:18:11.988 20/01/2026]',0.52,0.61,0.32,0.30,0.00,0.00,0.16,0.21,4.48,2.81,1.81,1.47,0.00,0.00,0.98,0.81,2.75,4.93,1.28,2.55,0.00,0.00,2.53,2.40,1.47,1.15,1.33,1.15,0.00,0.00,2.87,1.90,0.11,0.10,0.06,0.06,0.00,0.00,0.12,0.06,0
'[14:18:11.996 20/01/2026]',0.53,0.63,0.32,0.31,0.00,0.00,0.19,0.21,4.46,2.83,1.80,1.48,0.00,0.00,1.03,0.83,2.61,4.90,1.22,2.53,0.00,0.00,2.51,2.39,1.47,1.12,1.36,1.19,0.00,0.00,2.86,1.94,0.12,0.11,0.07,0.06,0.00,0.00,0.12,0.06,0
'[14:18:12.012 20/01/2026]',0.55,0.67,0.33,0.33,0.00,0.00,0.22,0.23,4.45,2.87,1.79,1.52,0.00,0.00,1.08,0.89,2.48,4.82,1.16,2.48,0.00,0.00,2.49,2.36,1.47,1.17,1.39,1.20,0.00,0.00,2.86,1.96,0.13,0.12,0.07,0.07,0.00,0.00,0.13,0.06,0
